,Nspec,Nbins,WvlStart,WvlEnd,SplineKnots,SN,dm15,TypeStr,TypeInt,SubTypeInt,WFF subtype int,WFF subtype str,WFF broadtype int,WFF broadtype str
502,3,1024,2500.0,10000.0,10,sn06bq,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
503,15,1024,2500.0,10000.0,8,sn1999gh,1.69,Ia-norm,1,2,0,Ia-norm,0,Ia
504,1,1024,2500.0,10000.0,8,sn2000bh,1.11,Ia-norm,1,2,0,Ia-norm,0,Ia
505,11,1024,2500.0,10000.0,10,sn2002kf,1.2,Ia-norm,1,2,0,Ia-norm,0,Ia
506,7,1024,2500.0,10000.0,10,sn2006T,-9.99,IIb,2,4,8,IIb,1,Ib
507,8,1024,2500.0,10000.0,13,15dtg,-9.99,Ic,3,2,10,Ic-norm,2,Ic
508,9,1024,2500.0,10000.0,13,17ein,-9.99,Ic,3,2,10,Ic-norm,2,Ic
509,5,1024,2500.0,10000.0,10,sn02fk,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
510,2,1024,2500.0,10000.0,9,sn2006gj,1.48,Ia-norm,1,2,0,Ia-norm,0,Ia
511,4,1024,2500.0,10000.0,10,sn2005kl,-9.99,Ic-norm,3,2,10,Ic-norm,2,Ic
512,1,1024,2500.0,10000.0,11,sn05bl,1.8,Ia-91bg,1,4,2,Ia-91bg,0,Ia
513,38,1024,2500.0,10000.0,10,sn2001V,0.82,Ia-91T,1,3,1,Ia-91T,0,Ia
514,2,1024,2500.0,10000.0,11,sn06ev,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
515,2,1024,2500.0,10000.0,10,sn01bg,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
516,9,1024,2500.0,10000.0,8,sn1998V,0.99,Ia-norm,1,2,0,Ia-norm,0,Ia
517,1,1024,2500.0,10000.0,8,sn2006cq,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
518,10,1024,2500.0,10000.0,8,sn2005ke,1.82,Ia-91bg,1,4,2,Ia-91bg,0,Ia
519,2,1024,2500.0,10000.0,11,sn00dg,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
520,4,1024,2500.0,10000.0,9,sn2007au,1.69,Ia-norm,1,2,0,Ia-norm,0,Ia
